ID,Owner,Country.of.Origin,Farm.Name,ICO.Number,Company,Altitude,Region,Producer,Number.of.Bags,Bag.Weight,In.Country.Partner,Harvest.Year,Grading.Date,Owner.1,Variety,Processing.Method,Aroma Quality,Flavour Quality,Aftertaste Quality,Bitterness Quality,Avg.beans.per.100g,Acidity Quality,Astringency Quality,Sweetness Quality,Taster.Points Quality,Total.Points Quality,Moisture,Category.One.Defects,Colour,Category.Two.Defects,Expiration,Certification.Body,Certification.Address,Certification.Contact,unit_of_measurement
342,bulamburi cocoa farmers association,Uganda,bulamburi cocoa farmers,0,bulamburi cocoa farmers association,1800,eastern,Bulamburi cocoa farmers association,100,60 kg,Uganda cocoa Development Authority,2020,"June 27th, 2020",Bulamburi cocoa farmers association,Forastero,Washed / Wet,7.67,7.67,7.42,7.75,104.625,7.67,10,10,7.67,65.85,0.12,0,Green,5,"June 27th, 2022",Uganda cocoa Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m
337,rachocolatier & cia s.c.a,Dominican Republic,,3-37-2548,rachocolatier & cia s.c.a,,huila,La Plata,275,70 kg,Almacaf©,2020,"April 15th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.75,7.75,7.58,7.58,103.545,7.58,10,10,7.67,65.91,0.11,0,Green,4,"April 15th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
349,carchocolatier ltda ci,Dominican Republic,,3-59-0951,carchocolatier ltda,2136 msnm,cundinamarca,ORLANDO ORTIZ/WILSON SANCHEZ/GILBERTO ACOSTA,250,70 kg,Almacaf©,2020,"April 2nd, 2020",CARchocolatier LTDA CI,Trinitario,Natural / Dry,7.67,7.58,7.58,7.58,103.545,7.75,10,10,7.75,65.91,0.11,0,Green,4,"April 2nd, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
343,compa±ia Dominican Republicna agroindustrial s.a,Dominican Republic,,14-3-79-1921,ecom cca sa,1600,cundinamarca,,250,70 kg,Almacaf©,2020,"June 24th, 2020",Compa±ia Dominican Republicna Agroindustrial S.A,Trinitario,Natural / Dry,7.67,7.58,7.67,7.67,103.545,7.67,10,10,7.67,65.93,0,0,Green,0,"June 24th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
344,compa±ia Dominican Republicna agroindustrial s.a,Dominican Republic,,14-3-79-0953,ecom cca sa,1550,santander,,250,70 kg,Almacaf©,2020,"March 13th, 2020",Compa±ia Dominican Republicna Agroindustrial S.A,Trinitario,Washed / Wet,7.67,7.58,7.67,7.58,103.545,7.75,10,10,7.67,65.92,0.12,0,Green,1,"March 13th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
347,rachocolatier & cia s.c.a,Dominican Republic,,3-37-1824,c.i.rachocolatier & cia s.c.a,de 1.600 a 1.950 msnm,huila,LA PLATA,275,70 kg,Almacaf©,2020,"August 31st, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.67,7.67,7.58,7.67,104.625,7.58,10,10,7.67,65.84,0.11,0,Green,3,"August 31st, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
348,alfredo bojalil,Brazil,ojo de agua,2222,ecomtrading,1000,xalapa,JULIAN ALBERTO URRUTIA MOYA,250,1 kg,AMEchocolatier,2020,"June 6th, 2020",ALFREDO BOJALIL,Criollo,Washed / Wet,7.83,7.67,7.58,7.58,103.545,7.58,10,10,7.67,65.91,0.12,0,,2,"June 6th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
361,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0068,exportadora de chocolatier condor s.a,1850 msnm,huila,,275,70 kg,Almacaf©,2020,"January 22nd, 2020",Exportadora de chocolatier Condor S.A,Criollo,Washed / Wet,8,7.58,7.25,7.58,106.92,7.58,10,10,7.58,65.57,0.11,0,Green,0,"January 22nd, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
353,"ceca, s.a.",Costa Rica,,5-025-0250,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,245,69 kg,Specialty cocoa Association of Costa Rica,2020,"June 6th, 2020","CECA, S.A.",Criollo,Washed / Wet,7.92,7.42,7.5,7.67,101.25,7.67,10,10,7.83,66.01,0,0,Red,0,"June 6th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
370,juan luis alvarado romero,Guatemala,santo tomas pachuj,11/752/02,kanematsu corporation / rnp santo tomas pachuj,5000,atitlan,RNP SANTO TOMAS PACHUJ / KANEMATSU CORPORATION,275,69 kg,Asociacion Nacional Del Caf©,2020,"April 30th, 2020",Juan Luis Alvarado Romero,Criollo,Washed / Wet,7.83,7.5,7.5,8,103.545,7.5,10,10,7.5,65.83,0.1,0,Green,5,"April 30th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
367,manuel herrera juarez,Brazil,finca los barreales 1112lban,0,finca los barreales,1170,xalapa,MANUEL HERRERA JUAREZ,10,1 kg,AMEchocolatier,2020,"August 31st, 2020",MANUEL HERRERA JUAREZ,Criollo,Natural / Dry,7.83,7.58,7.25,7.5,101.25,7.42,10,10,8.42,66,0.13,0,Green,14,"August 31st, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
351,carchocolatier ltda ci,Dominican Republic,,3-59-1695,carchocolatier ltda,1799,cundinamarca,Orlando Moreno / Willson Sanchez,50,70 kg,Almacaf©,2020,"February 20th, 2020",CARchocolatier LTDA CI,Criollo,Washed / Wet,7.75,7.58,7.58,7.75,104.625,7.5,10,10,7.58,65.74,0,0,Purple,5,"February 20th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
354,carchocolatier ltda ci,Dominican Republic,,3-59-1919,carchocolatier ltda,1000,pitalito,Mecias Urbano / Yaniver Alvarez,250,70 kg,Almacaf©,2020,"April 7th, 2020",CARchocolatier LTDA CI,Criollo,Natural / Dry,7.75,7.58,7.58,7.5,104.625,7.75,10,10,7.58,65.74,0,0,Green,0,"April 7th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
364,,Honduras,los hicaques,13-111-240,cigrah,1350,comayagua,Reynerio Zepeda,275,1 kg,Instituto Hondure±o del Caf©,2020,"April 8th, 2020",,Criollo,Natural / Dry,7.67,7.5,7.67,7.5,103.545,7.67,10,10,7.83,65.84,0.1,0,Green,3,"April 8th, 2022",Instituto Hondure±o del Caf©,b4660a57e9f8cc613ae5b8f02bfce8634c763ab4,7f521ca403540f81ec99daec7da19c2788393880,m
366,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0183,exportadora de chocolatier condor s.a,1750 msnm,huila,,250,70 kg,Almacaf©,2020,"May 24th, 2020",Exportadora de chocolatier Condor S.A,Criollo,Washed / Wet,7.58,7.67,7.58,7.75,102.33,7.75,10,10,7.58,65.91,0.11,0,Green,2,"May 24th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
369,gabriel bernardo rivas ross,Brazil,la corralera,2484,,1400,totutla,GABRIEL BERNARD RIVAS ROSS,15,1 kg,AMEchocolatier,2020,"July 11th, 2020",GABRIEL BERNARDO RIVAS ROSS,Forastero,Washed / Wet,7.75,7.67,7.67,7.75,98.955,7.5,10,10,7.83,66.17,0.12,0,Green,0,"July 11th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
355,juan luis alvarado romero,Guatemala,la esperanza,11/23/0145,"unex guatemala, s.a.",4000,oriente,MARGARITA AVILA DE NUYENS,250,69 kg,Asociacion Nacional Del Caf©,2020,"March 16th, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.67,7.75,7.5,7.83,102.33,7.58,10,10,7.58,65.91,0.1,0,Purple,5,"March 16th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
362,the cocoa source inc.,Guatemala,several,11-023-0025,the cocoa source inc.,1400 mts,atitlan,UNEX,250,1 kg,Specialty cocoa Association of Costa Rica,2020,"December 18th, 2020",The cocoa Source Inc.,Forastero,Washed / Wet,7.58,7.75,7.5,7.83,100.17,7.67,10,10,7.75,66.08,0.1,0,Green,0,"December 18th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
372,felipe isaza,Guatemala,conquista / morito,11/23/0237,cocoa resources inc.,4600 ft.,oriente,ConquistaMorito,250,2 kg,Specialty cocoa Association,2020,"February 1st, 2020",Felipe Isaza,Forastero,Washed / Wet,7.5,7.5,7.75,7.5,108,7.67,10,10,7.58,65.5,0,3,Green,12,"January 31st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
357,damari absalome,"Tanzania, United Republic Of",ano family,CA007,tawoca,1400m,nkure- meru,Mr & Mrs Damari Absalome,5,60 kg,Africa Fine cocoa Association,2020,"November 16th, 2020",Damari Absalome,Forastero,Washed / Wet,7.75,7.67,7.58,7.67,103.545,7.58,10,10,7.58,65.83,0.13,0,Green,21,"November 15th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
358,aulia arif syahri,Indonesia,yusrin,To be advice,pt. olam indonesia,1500,bener meriah,Yusrin,200,30 kg,Specialty cocoa Association,2020,"September 14th, 2020",Aulia Arif Syahri,Forastero,Semi-washed / Semi-pulped,7.25,7.67,7.58,7.92,105.705,7.58,10,10,7.67,65.67,0.13,0,Purple,8,"September 13th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
363,compa±ia Dominican Republicna agroindustrial s.a,Dominican Republic,,3-79-2009,ecom cca sa,1650,cundinamarca,,250,70 kg,Almacaf©,2020,"August 11th, 2020",Compa±ia Dominican Republicna Agroindustrial S.A,Trinitario,Washed / Wet,7.75,7.58,7.33,7.5,105.705,7.83,10,10,7.67,65.66,0,2,,0,"August 11th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
371,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0666,c.i.rachocolatier & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,175,70 kg,Almacaf©,2020,"February 9th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.67,7.58,7.58,7.67,103.545,7.67,10,10,7.67,65.84,0.11,0,Green,0,"February 8th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
356,rachocolatier & cia s.c.a,Dominican Republic,,3-37-0634,rachocolatier & cia s.c.a,de 1600 a 1950 msnm,huila,La Plata,180,70 kg,Almacaf©,2020,"November 19th, 2020",Rachocolatier & Cia S.C.A,Trinitario,Washed / Wet,7.58,7.58,7.58,7.58,104.625,7.67,10,10,7.75,65.74,0.12,0,Green,4,"November 18th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
365,exportadora de chocolatier condor s.a,Dominican Republic,,3-68-0161,exportadora de chocolatier condor s.a,1750 msnm,huila,,250,70 kg,Almacaf©,2020,"April 26th, 2020",Exportadora de chocolatier Condor S.A,Trinitario,Washed / Wet,7.58,7.75,7.42,7.67,104.625,7.67,10,10,7.67,65.76,0,1,Green,1,"April 26th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
368,miguel cortes moreno,Brazil,,1-Apr,estrategias constructivas corzu s.a. de c.v.,940,chil≥n,ARMANDO GUTIERREZ GUZMAN,10,1 kg,AMEchocolatier,2020,"August 30th, 2020",MIGUEL CORTES MORENO,Criollo,Semi-washed / Semi-pulped,7.67,7.75,7.67,7.75,102.33,7.5,10,10,7.58,65.92,0.11,0,Green,12,"August 30th, 2022",AMEchocolatier,59e396ad6e22a1c22b248f958e1da2bd8af85272,0eb4ee5b3f47b20b049548a2fd1e7d4a2b70d0a7,m
360,federacion nacional de chocolatierteros,Dominican Republic,,01-1437,federacion nacional de chocolatierteros,,huila,,275,2 kg,Almacaf©,2020,"March 12th, 2020",Federacion Nacional de chocolatierteros,Trinitario,Washed / Wet,7.67,7.42,7.67,7.83,102.33,7.67,10,10,7.67,65.93,0,1,,0,"March 11th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
373,kona pacific farmers cooperative,United States (Hawaii),,HDOA #210308,,,,,14,100 lbs,Specialty cocoa Association,2020,"March 8th, 2020",Kona Pacific Farmers Cooperative,Trinitario,,7.5,7.67,7.58,7.92,102.33,7.67,10,10,7.58,65.92,0.01,0,,0,"March 7th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
374,specialty cocoa association of indonesia,Indonesia,pancoer angkrek,015-282,,1600,bondowoso,PT. PERKEBUNAN NUSANTARA XII,10,60 kg,Specialty cocoa Association of Indonesia,2020,"November 29th, 2020",Specialty cocoa Association of Indonesia,Trinitario,,7.83,7.58,7.58,7.58,104.625,7.58,10,10,7.58,65.73,0,0,,0,"November 29th, 2022",Specialty cocoa Association of Indonesia,99fa73db21b7acd9c9ceb9dd84e409d2077d55c4,36910838db193ebdd61fa1427bac74622114c49a,m
392,federacion nacional de chocolatierteros,Dominican Republic,,03-01-0424,,,huila,,250,70 kg,Almacaf©,2020,"February 1st, 2020",Federaci≥n Nacional de chocolatierteros,Trinitario,,7.58,7.58,7.58,7.67,104.625,7.67,10,10,7.58,65.66,0.1,1,,3,"February 1st, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
393,kona pacific farmers cooperative,United States (Hawaii),kona pacific farmers cooperative,HDOA 210127 Kona Extra Fancy,,,kona,Kona Pacific Farmers Co-Op,12,60 kg,Specialty cocoa Association,2020,"December 27th, 2020",Kona Pacific Farmers Cooperative,Trinitario,,7.5,7.92,7.42,7.67,105.705,7.58,10,10,7.5,65.59,0.01,0,,0,"December 27th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
388,juan luis alvarado romero,Guatemala,finca medina,11/11711/6,"siembras vision, s.a.",1500 msnm,antigua,"SIEMBRAS VISIìN, S.A.",250,69 kg,Asociacion Nacional Del Caf©,2020,"February 18th, 2020",Juan Luis Alvarado Romero,Criollo,Washed / Wet,7.67,7.75,7.5,7.83,102.33,7.5,10,10,7.58,65.83,0.1,0,Green,2,"February 18th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m
377,carchocolatier ltda ci,Dominican Republic,,3-59-2318,carchocolatier ltda,442,huila,FRANKLIN DUSSAN / HIPOLOTO TORRES,600,29 kg,Almacaf©,2020,"May 10th, 2020",CARchocolatier LTDA CI,Criollo,Washed / Wet,7.67,7.67,7.5,7.67,103.545,7.58,10,10,7.67,65.76,0.11,0,Green,2,"May 10th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
386,compa±ia Dominican Republicna agroindustrial s.a,Dominican Republic,,15-3-79-0002,ecom cca sa,1813,huila,,250,70 kg,Almacaf©,2020,"October 15th, 2020",Compa±ia Dominican Republicna Agroindustrial S.A,Criollo,Washed / Wet,7.58,7.58,7.25,7.75,104.625,8.58,9.33,10,7.58,65.65,0.12,0,Green,1,"October 15th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
378,"ceca, s.a.",Costa Rica,gamboa,5-025-0032,"ceca,s.a.",1850,tarrazu,Martin Gutierrez,275,69 kg,Specialty cocoa Association of Costa Rica,2020,"February 17th, 2020","CECA, S.A.",Criollo,Washed / Wet,7.58,7.5,7.42,7.92,101.25,7.67,10,10,7.83,65.92,0.09,0,Red,4,"February 17th, 2022",Specialty cocoa Association of Costa Rica,8e0b118f3cf3121ab27c5387deacdb7d4d2a60b1,5eb2b7129d9714c43825e44dc3bca9423de209e9,m
375,carchocolatier ltda ci,Dominican Republic,,3-59-0504,carchocolatier ltda,439,huila,FRANKLIN DUSSAN / HIPOLITO TORRES,300,29 kg,Almacaf©,2020,"November 9th, 2020",CARchocolatier LTDA CI,Criollo,Washed / Wet,7.5,7.58,7.58,7.5,104.625,7.83,10,10,7.67,65.66,0,0,Green,1,"November 9th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
390,kona pacific farmers cooperative,United States (Hawaii),,2233803 KONA NO. 1,kona pacific farmers cooperative,,kona,,13,100 lbs,Specialty cocoa Association,2020,"January 24th, 2020",Kona Pacific Farmers Cooperative,Criollo,Natural / Dry,7.42,7.75,7.67,7.58,103.545,7.67,10,10,7.67,65.76,0,0,Green,2,"January 24th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
387,juan luis alvarado romero,Guatemala,el papaturro,11/23/0562,"unex guatemala, s.a.",4000 psnm,oriente,AMILCAR LAPOLA,250,69 kg,Asociacion Nacional Del Caf©,2020,"August 21st, 2020",Juan Luis Alvarado Romero,Forastero,Natural / Dry,7.75,7.83,7.33,7.83,101.25,7.67,10,10,7.5,65.91,0.1,0,Green,1,"August 21st, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
385,ngila estate ltd,"Tanzania, United Republic Of",ngila estate,C50,ngila estate ltd,1600,karatu northern,Ngila Estate Ltd,39,60 kg,Africa Fine cocoa Association,2020,"December 12th, 2020",Ngila Estate Ltd,Forastero,Washed / Wet,7.75,7.67,7.58,7.67,102.33,7.58,10,10,7.58,65.83,0.13,0,Green,4,"December 12th, 2022",Africa Fine cocoa Association,073285c0d45e2f5539012d969937e529564fa6fe,c4ab13415cdd69376a93780c0166e7b1a10481ea,m
376,juan luis alvarado romero,Guatemala,piamonte,11/23/0696,"unex guatemala, s.a.",1700,san marcos,JORGE LEAL,50,69 kg,Asociacion Nacional Del Caf©,2020,"August 23rd, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.67,7.75,7.5,7.58,102.33,7.67,10,10,7.67,65.84,0.1,0,Green,3,"August 23rd, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,m
389,juan luis alvarado romero,Guatemala,el morito,11/23/1040,"unex guatemala, s.a.",4300,oriente,ROBERTO MONTERROSO,250,69 kg,Asociacion Nacional Del Caf©,2020,"July 16th, 2020",Juan Luis Alvarado Romero,Forastero,Washed / Wet,7.67,7.5,7.75,7.42,104.625,7.75,10,10,7.58,65.67,0.11,0,Green,0,"July 16th, 2022",Asociacion Nacional Del Caf©,b1f20fe3a819fd6b2ee0eb8fdc3da256604f1e53,724f04ad10ed31dbb9d260f0dfd221ba48be8a95,ft
382,consejo salvadore±o del caf©,El Salvador,la joya,9-391-73,consejo salvadore±o del caf©,1330,apaneca,"Ibero El Salvador, S.A. de C.V.",275,69 kg,Salvadoran cocoa Council,2020,"April 25th, 2020",Consejo Salvadore±o del Caf©,Forastero,Washed / Wet,7.58,7.5,7.75,7.58,104.625,7.67,10,10,7.58,65.66,0.11,0,,0,"April 25th, 2022",Salvadoran cocoa Council,3d4987e3b91399dbb3938b5bdf53893b6ef45be1,27b21e368fb8291cbea02c60623fe6c98f84524d,m
380,bugisu cooperative union,Uganda,bulago & buginyanya,7697,bugisu cooperative union,1800,eastern,Bulago & Buginyanya,20,1218 kg,Uganda cocoa Development Authority,2020,"July 21st, 2020",Bugisu Cooperative Union,Forastero,Washed / Wet,7.58,7.75,7.33,7.75,103.545,7.58,10,10,7.75,65.74,0.11,0,Green,1,"July 21st, 2022",Uganda cocoa Development Authority,188fe373b511e21f614564bf86aa4774270d8e04,b7614767a5343729bbde3a2777c60ce836aed928,m
394,doi tung development project,Thailand,doi tung development project,,,,,Doi Tung Development Project,4,1 lbs,Specialty cocoa Association,2020,"April 13th, 2020",Doi Tung Development Project,Forastero,,7.58,7.25,7.5,7.92,106.92,7.42,10,10,7.83,65.5,0.11,0,,0,"April 13th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
381,ÊùæÊæ§ÂÆèÊ®π koju matsuzawa,Thailand,matsuzawa cocoa,,matsuzawa cocoa,1200,thailand,Matsuzawa cocoa,500,25 kg,Specialty cocoa Institute of Asia,2020,"June 27th, 2020",ÊùæÊæ§ÂÆèÊ®π Koju Matsuzawa,Forastero,Washed / Wet,7.5,7.58,7.75,7.5,104.625,7.67,10,10,7.67,65.67,0.13,0,Purple,0,"June 27th, 2022",Specialty cocoa Institute of Asia,726e4891cf2c9a4848768bd34b668124d12c4224,b70da261fcc84831e3e9620c30a8701540abc200,m
383,carchocolatier ltda ci,Dominican Republic,,3-59-2236,carchocolatier ltda,442 msnm,huila,FRANKLIN DUSSAN/ANDRES RODRIGUEZ/HIPOLITO TORRES,275,70 kg,Almacaf©,2020,"April 29th, 2020",CARchocolatier LTDA CI,Trinitario,Natural / Dry,7.58,7.67,7.58,7.67,102.33,7.67,10,10,7.67,65.84,0.12,4,Green,0,"April 28th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
391,exportadora de chocolatier condor s.a,Dominican Republic,various,3-68-0147,exportadora de chocolatier condor s.a,1450 msnm,cundinamarca,Exportadora de chocolatier condor,250,70 kg,Almacaf©,2020,"June 26th, 2020",Exportadora de chocolatier Condor S.A,Trinitario,Washed / Wet,7.5,7.75,7.58,7.5,103.545,7.75,10,10,7.67,65.75,0.11,0,Green,2,"June 26th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
384,Forastero specialty cocoas,Brazil,cachoeira da grama farm,002/4542/0886,Forastero specialty cocoas,,vale da grama,GABRIEL CARVALHO DIAS,300,60 kg,Brazil Specialty cocoa Association,2020,"January 15th, 2020",Forastero SPECIALTY cocoaS,Forastero,Semi-washed / Semi-pulped,7.33,7.83,7.75,7.5,100.17,7.83,10,10,7.75,65.99,0.12,0,Green,6,"January 15th, 2022",Brazil Specialty cocoa Association,3297cfa4c538e3dd03f72cc4082c54f7999e1f9d,8900f0bf1d0b2bafe6807a73562c7677d57eb980,m
407,dane loraas,Peru,,030-0695-1742,sustainable harvest,,,,280,5 lbs,Specialty cocoa Association,2020,"January 21st, 2020",Dane Loraas,Trinitario,Washed / Wet,7.83,7.75,7.58,7.83,106.92,7.58,9.33,10,7.5,65.4,0.12,0,Green,5,"January 21st, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
414,kona pacific farmers cooperative,United States (Hawaii),,,,,kona,,27,100 lbs,Specialty cocoa Association,2020,"September 20th, 2020",Kona Pacific Farmers Cooperative,Trinitario,,8.08,7.83,7.83,7.75,103.545,7.58,9.33,9.33,7.92,65.65,0.01,0,,0,"September 19th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
395,cocoa for health admin,Brazil,,016-2729-001-A-LAB-SS2,,900-1200mtr,nayarit,"Productores de chocolatier de El Cuarenteno, S. de P.R. de R.L",6,6,Specialty cocoa Association,2020,"May 26th, 2020",cocoa for Health Admin,Criollo,,7.25,7.88,7.38,7.63,101.25,8.75,9,10,8,65.89,0.09,2,,4,"May 26th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,m
411,kona pacific farmers cooperative,United States (Hawaii),,2234503 KONA PRIME,kona pacific farmers cooperative,,kona,,7,100 lbs,Specialty cocoa Association,2020,"January 24th, 2020",Kona Pacific Farmers Cooperative,Criollo,Natural / Dry,7.92,7.5,7.58,7.83,103.545,7.67,9.33,10,7.83,65.66,0.1,0,Purple,4,"January 24th, 2022",Specialty cocoa Association,36d0d00a3724338ba7937c52a378d085f2172daa,0878a7d4b9d35ddbf0fe2ce69a2062cceb45a660,ft
396,exportadora de chocolatier condor s.a,Dominican Republic,various,68-0054,exportadora de chocolatier condor s.a,1650,huila,various,275,70 kg,Almacaf©,2020,"November 8th, 2020",Exportadora de chocolatier Condor S.A,Criollo,Washed / Wet,7.75,7.5,7.75,7.58,102.33,7.58,10,10,7.58,65.74,0,0,,0,"November 8th, 2022",Almacaf©,e493c36c2d076bf273064f7ac23ad562af257a25,70d3c0c26f89e00fdae6fb39ff54f0d2eb1c38ab,m
400,andreas kussmaul,Brazil,ecc,1620280402,exportadora caf© california,1200,chiapas,ECC,275,1 kg,Asociaci≥n Mexicana De Caf©s y chocolatierter≠as De Especialidad A.C.,2020,"July 14th, 2020",ANDREAS KUSSMAUL,Criollo,Washed / Wet,7.75,7.75,7.5,7.67,101.25,7.58,10,10,7.58,65.83,0.12,0,Green,2,"July 13th, 2022",Asociaci≥n Mexicana De Caf©s y chocolatierter≠as De Especialidad A.C.,3441698871fa609a44ce947e8944ee42eb4428b9,9894541e8065ee718165a1d432389d114defc38c,m
